Brand,Latitude,Longitude,Nationality,Purpose,Number,Town
Irelands Ancient East,52.59545,-8.97,British,Holiday Trips,0,Askeaton.Co..Limerick.
Irelands Ancient East,53.62363,-6.9156,British,Holiday Trips,851,Athboy.Co..Meath.
Irelands Ancient East,52.99183,-6.9857,British,Holiday Trips,0,Athea.Co..Kildare.
Irelands Ancient East,53.30434,-8.7502,British,Holiday Trips,0,Athenry.Co..Galway.
Irelands Ancient East,53.42393,-7.9407,British,Holiday Trips,851,Athlone.Co..Westmeath.
Irelands Ancient East,52.99183,-6.9857,British,Holiday Trips,0,Athy.Co..Kildare.
Irelands Ancient East,52.85593,-6.3259,British,Holiday Trips,2312,Aughrim.Co..Wicklow.
Irelands Ancient East,52.85796,-6.213,British,Holiday Trips,1993,Avoca.Co..Wicklow.
Irelands Ancient East,52.70311,-6.9559,British,Holiday Trips,0,Bagenalstown.Co..Carlow.
Irelands Ancient East,53.9017,-8.5792,British,Holiday Trips,0,Bailaghardereen.Co..Roscommon.
Irelands Ancient East,53.91561,-6.9693,British,Holiday Trips,0,Bailieborough.Co..Cavan.
Irelands Ancient East,53.60832,-6.1821,British,Holiday Trips,0,Balbriggan.Co..Dublin.
Dublin - Breath of Fresh Air,53.39867,-6.1273,British,Holiday Trips,0,Baldoyle.Co..Dublin.
Irelands Ancient East,53.83753,-8.3794,British,Holiday Trips,0,Ballangare.Co..Roscommon.
Irelands Ancient East,54.11495,-9.1551,British,Holiday Trips,936,Ballina.Co..Mayo.
Irelands Ancient East,53.32876,-8.2269,British,Holiday Trips,0,Ballinasloe.Co..Galway.
Irelands Ancient East,53.02514,-8.2208,British,Holiday Trips,0,Ballinderry.Co..Tipperary.
Irelands Ancient East,53.66926,-8.9567,British,Holiday Trips,0,Ballindine.Co..Mayo.
Irelands Ancient East,52.58766,-7.5471,British,Holiday Trips,0,Ballingarry.Co..Tipperary.
Irelands Ancient East,53.53295,-6.9681,British,Holiday Trips,0,Ballinivor.Co..Meath.
Irelands Ancient East,53.74189,-8.6336,British,Holiday Trips,0,Ballinlough.Co..Roscommon.
Irelands Ancient East,53.62373,-9.2211,British,Holiday Trips,0,Ballinrobe.Co..Mayo.
Wild Atlantic Way,51.8244,-10.273,British,Holiday Trips,0,Ballinskelligs.Co..Kerry
Dublin - Breath of Fresh Air,53.27673,-6.2554,British,Holiday Trips,0,Ballinteer.Co..Dublin.
Irelands Ancient East,54.20065,-8.365,British,Holiday Trips,0,Ballintogher.Co..Sligo.
Irelands Ancient East,54.57885,-8.1243,British,Holiday Trips,0,Ballintrae.Co..Donegal.
Irelands Ancient East,53.71809,-8.4101,British,Holiday Trips,0,Ballintubber.Co..Roscommon.
Irelands Ancient East,54.21085,-8.5068,British,Holiday Trips,0,Ballisodare.Co..Sligo.
Irelands Ancient East,54.12946,-6.9028,British,Holiday Trips,2528,Ballybay.Co..Monaghan.
Irelands Ancient East,54.79682,-7.7875,British,Holiday Trips,0,Ballybofey.Co..Donegal.
Irelands Ancient East,53.11539,-7.154,British,Holiday Trips,0,Ballybrittas.Co..Laois.
Wild Atlantic Way,52.51108,-9.671,British,Holiday Trips,0,Ballybunion.Co..Kerry.
Wild Atlantic Way,54.27967,-9.3725,British,Holiday Trips,0,Ballycastle.Co..Mayo.
Irelands Ancient East,54.11622,-7.584,British,Holiday Trips,0,Ballyconnell.Co..Cavan.
Irelands Ancient East,51.82992,-8.0098,British,Holiday Trips,0,Ballycotton.Co..Cork.
Irelands Ancient East,54.59066,-8.4221,British,Holiday Trips,0,Ballycory.Co..Donegal.
Irelands Ancient East,53.32642,-7.6861,British,Holiday Trips,0,Ballycumber.Co..Offaly.
Irelands Ancient East,52.06144,-9.135,British,Holiday Trips,0,Ballydally.Co..Cork.
Wild Atlantic Way,51.56301,-9.4554,British,Holiday Trips,2312,Ballydehob.Co..Cork.
Wild Atlantic Way,52.45455,-9.6629,British,Holiday Trips,0,Ballyduff.Co..Kerry.
Irelands Ancient East,52.1478,-8.0513,British,Holiday Trips,0,Ballyduff.Co..Waterford.
Irelands Ancient East,53.79234,-9.2178,British,Holiday Trips,0,Ballyfarna.Co..Mayo.
Wild Atlantic Way,52.163,-10.4229,British,Holiday Trips,0,Ballyferriter.Co..Kerry.
Irelands Ancient East,53.52256,-8.3257,British,Holiday Trips,0,Ballygar.Co..Galway.
Irelands Ancient East,52.55988,-9.1905,British,Holiday Trips,0,Ballyhahill.Co..Limerick.
Irelands Ancient East,53.76284,-8.7646,British,Holiday Trips,0,Ballyhaunis.Co..Mayo.
Wild Atlantic Way,52.39411,-9.8387,British,Holiday Trips,0,Ballyheigue.Co..Kerry.
Irelands Ancient East,53.86387,-7.2065,British,Holiday Trips,0,Ballyjamesduff.Co..Cavan.
Irelands Ancient East,52.37107,-8.346,British,Holiday Trips,0,Ballylanders.Co..Limerick.
Irelands Ancient East,51.72154,-9.4378,British,Holiday Trips,0,Ballylickey.Co..Cork.
Wild Atlantic Way,55.27844,-7.3942,British,Holiday Trips,0,Ballyliffen.Co..Donegal.
Wild Atlantic Way,52.548,-9.4788,British,Holiday Trips,0,Ballylongford.Co..Kerry.
Irelands Ancient East,53.56436,-7.7646,British,Holiday Trips,0,Ballymahon.Co..Longford.
Irelands Ancient East,53.69403,-8.4618,British,Holiday Trips,0,Ballymoe.Co..Galway.
Irelands Ancient East,52.68246,-6.2212,British,Holiday Trips,0,Ballymoney.Co..Wexford.
Wild Atlantic Way,52.27455,-10.1621,British,Holiday Trips,0,Ballymore.Co..Kerry.
Irelands Ancient East,53.49091,-7.6797,British,Holiday Trips,0,Ballymore.Co..Westmeath.
Irelands Ancient East,53.13301,-6.6149,British,Holiday Trips,2528,Ballymoreustace.Co..Kildare.
Irelands Ancient East,54.08983,-8.5172,British,Holiday Trips,0,Ballymote.Co.Sligo.
Wild Atlantic Way,51.73564,-8.9508,British,Holiday Trips,0,Ballyneen.Co..Cork.
Wild Atlantic Way,52.25798,-10.1628,British,Holiday Trips,0,Ballyquin.Co..Kerry.
Irelands Ancient East,52.78867,-7.3338,British,Holiday Trips,0,Ballyraggart.Co.Kilkenny.
Irelands Ancient East,54.50299,-8.192,British,Holiday Trips,0,Ballyshannon.Co..Donegal.
Irelands Ancient East,52.65558,-8.572,British,Holiday Trips,0,Ballysheedy.Co..Limerick.
Wild Atlantic Way,53.11553,-9.1494,British,Holiday Trips,936,Ballyvaughan.Co..Clare.
Irelands Ancient East,53.62462,-6.4793,British,Holiday Trips,0,Balrath.Co..Meath.
Wild Atlantic Way,51.48433,-9.3661,British,Holiday Trips,3163,Baltimore.Co..Cork.
Irelands Ancient East,52.94078,-6.711,British,Holiday Trips,0,Baltinglass.Co..Wicklow.
Irelands Ancient East,53.18646,-7.9954,British,Holiday Trips,0,Banagher.Co..Offaly.
